date,granule_id,title,type,text
Act would force every State in this Nation to surrender.
  This letter, the President's rhetoric, their push for Americans' 
personal voter data, none of this can be divorced from the legislative 
push we see here today. We all know why.
  The SAVE America Act is part of a comprehensive Republican strategy 
to cement power this year. Speaker Johnson wants to make it harder for 
Americans to vote and easier for Washington Republicans to control how 
elections are run.
  Let us not forget that elections in this country are administered by 
clerks, by secretaries of State, and by commissions and bipartisan 
boards chosen by citizens in every single community in America. They 
are not run out of the oval office. They are not dictated by partisan 
interests.
  Mr. Speaker, I urge my colleagues to oppose the SAVE America Act. I 
implore them to reject efforts that would centralize control in the 
hands of Donald Trump, Pam Bondi, or Kristi Noem over how Americans 
vote, over who is allowed to vote.
  Most of all, I urge this Chamber to reaffirm its commitment to the 
fundamental democratic principles that all eligible citizens should 
have the opportunity to participate in free, fair, and secure elections 
without unnecessary burdens and without partisan interference.
  Mr. Speaker, I strongly urge defeat of this bill, and I reserve the 
balance of my time.
  Mr. STEIL. Mr. Speaker, I yield 3 minutes to the gentlewoman from 
Illinois (Mrs. Miller), a leader on this legislation and a member of 
the Committee on House Administration.
  Mrs. MILLER of Illinois. Mr. Speaker, the SAVE America Act ensures 
that only American citizens vote in American elections. This should be 
the easiest ``yes'' vote this year.
  The American people want the SAVE America Act. Mr. Speaker, 83 
percent of adults support requiring a photo ID to vote, as do 73 
percent of Democrat voters.
  Democrat politicians standing here today oppose it, just as they have 
opposed every election integrity measure.

[[Page H2143]]

  Democrats cannot win on their ideas because their agenda has made 
life harder for American families.
  The Democratic Party knows that cheating is their only path to 
victory. Their goal is to replace the votes of American citizens with 
those of illegal aliens.
  House Republicans are standing up for the American people here today.
  Congress has a responsibility to protect the integrity of our 
elections. The SAVE America Act upholds that duty.
  I urge my colleagues to listen to the American people and vote 
``yes.'' America is watching.
  Mr. MORELLE. Mr. Speaker, I would ask Mrs. Miller: Do 80 percent of 
Americans want the Department of Homeland Security and ICE to have your 
personal, private information and data? I think not.
  Mr. Speaker, I yield 3 minutes to the gentlewoman from Alabama (Ms. 
Sewell), a member of the House Administration Committee.
  Ms. SEWELL. Mr. Speaker, I rise in strong opposition to Trump's voter 
suppression bill. In recent months, President Trump's attempts to 
interfere in the midterm elections have become more brazen and alarming 
day by day.
  We have seen State legislators redraw maps to benefit Republicans. We 
have seen the FBI raid an election office and seize ballots in Georgia. 
Most recently, President Trump threatened a Federal takeover of our 
election in clear violation of the Constitution.
  This week, Trump's efforts to rig the elections have made their way 
to Congress where Republicans are pushing this piece of legislation, 
which will block millions of voters from casting their ballots.
  Let us be clear. This is not a voter ID bill. It is a voter 
suppression bill, plain and simple.
  This bill is so extreme that even your driver's license would be 
insufficient to register to vote. Instead, Americans would be required 
to present their birth certificate or their passport.
  The reality is that half of Americans do not have a passport. Get 
this: This bill also requires States to turn over personal identifiable 
information to the Department of Homeland Security, the same Department 
whose rogue agents are responsible for the deaths of two American 
citizens in Minnesota.

                              {time}  1320

  Here is the truth: Under this bill, tens of millions of eligible 
American voters will be blocked from casting their ballots. It is 
simply unacceptable and un-American.
  The ability of voters to choose their leaders is foundational to our 
democracy. It is a freedom that generations of Americans have fought, 
bled, and marched for, many in my hometown of Selma, Alabama.
  We know that it is so important that we safeguard these important 
truths. Our freedom is under assault. Make no mistake, Republicans know 
that their policies are failing, that prices are going up, that jobs 
are going away, that healthcare is being slashed, and that the American 
people are struggling to make ends meet.
  Republicans know that they cannot win on the merits, so rather than 
changing their policies, they are seeking to change the rules.
  John Lewis was not bludgeoned on a bridge in my hometown for the 
Republicans and Donald Trump to take these freedoms away from us. This 
is a blatant power grab, and Democrats will not stand for it.
  Vote ``no'' on this disastrous legislation.
  Mr. STEIL. Mr. Speaker, I yield 2 minutes to the gentleman from 
Tennessee (Mr. Burchett) to speak on the bill.
  Mr. BURCHETT. Mr. Speaker, the SAVE America Act will block illegal 
immigrants and noncitizens from voting.
  Unfortunately, there is a lot of misinformation out there being 
spread by the media and my friends across the aisle. House Republicans 
and President Trump want to protect the ballot box and ensure integrity 
in our elections across this great country.
  Only U.S. citizens should participate in the election process. The 
laws we create in Congress affect all Americans, and Americans should 
be the ones who select their leaders.
  This SAVE America Act puts in place safeguards, Mr. Speaker, to 
prevent noncitizens from abusing our democratic process. United States 
citizens should be the people choosing our elected leaders, not illegal 
immigrants.
  I am not a drinker. Everybody knows that. But I know if I go to 
Weigel's in Knoxville, Tennessee, down on the corner of Emory Road and 
Tazewell Pike, and I go in there to buy a six-pack or a can of Skoal or 
a scratch-off, then I have to produce an ID.
  Mr. Speaker, when you purchase a firearm, when you board a plane, and 
when you open a bank account, if I put $100 in the bank and right then 
ask for $20 of it back, I have to show a dadgum ID.
  Why can't you vote for an elected official without one, Mr. Speaker?
  This legislation codifies President Trump's executive action to 
secure our voter registration process, which has been a key platform of 
President Trump this term.
  Democrats are lying, Mr. Speaker, saying this bill prevents 
minorities from registering to vote. It protects their vote. It 
protects every American citizen's vote. It disgusts me, and, frankly, I 
find it racist to assume that minorities cannot obtain an ID.
  We need to have the guts to stand up and protect our dadgum election, 
Mr. Speaker, and that means we need to pass the SAVE America Act.
  Mr. MORELLE. Mr. Speaker, I have great respect for the gentleman from 
Tennessee, but I do want to inform him that actually current Federal 
law prevents noncitizens from voting in Federal elections, so he may 
want to look that up.
  Mr. Speaker, I yield 2 minutes to the gentlewoman from California 
(Mrs. Torres), who is a member of the Committee on House 
Administration.
  Mrs. TORRES of California. Mr. Speaker, let's stop pretending the 
SAVE America Act is about election security because it is not. This 
bill is about power and silencing Americans. Republicans don't want 
voting. Thousands of Americans are protesting, demonstrating against 
the policies of this administration.
  Republicans know that they will lose the midterms.
  The President asked them to cancel the election, and guess what, Mr. 
Speaker, this bill is the next best thing to that. This is a show-your-
papers mandate to disqualify Americans who oppose their evil agenda. 
Americans would have to appear in person and present a passport or 
birth certificate just to register, and again, every single time they 
update their registration, every time they move, if they get married, 
if they get divorced, blah, blah, blah.
  Here is whom it will hurt: the more than 140 million Americans who 
don't have a passport, including Republicans, by the way.
  As many as 69 million women who follow the traditional practice of 
changing their name after marriage do not have a birth certificate that 
matches their legal name. Republicans know this and want to use that 
misinformation to block them from voting.
  This bill would eliminate the voter registration methods that over 90 
percent of Americans rely on, including online, mail-in, and DMV 
registration.
  In rural areas, Americans would be forced to drive 7 or 8 hours round 
trip just to show documents, and they would have to do it every single 
time they move.
  When Kansas tried a similar law, 32,000 eligible citizens were 
blocked from registering. Zero noncitizens were found because election 
officials had already verified their eligibility.
  Republicans call this voter ID. This is voter suppression. When they 
can't win on ideas, they try to win by blocking the ballot and taxing 
our right to vote.
  Mr. Speaker, I urge my colleagues to vote ``no'' on this attack on 
our democracy.
  Mr. STEIL. Mr. Speaker, I yield 2 minutes to the gentlewoman from 
Florida (Mrs. Luna).
  Mrs. LUNA. Mr. Speaker, my colleagues are spending a lot of time 
lecturing the American people on how this is going to require them to 
show their papers. Last time I checked, during COVID they demanded that 
if you simply wanted to go to a funeral, be with your loved one 
while they are dying, or get married, then you have to show your 
papers. In fact, in New York

[[Page H2144]]

City, Mr. Speaker, they were literally asking you for your COVID 
passport.

  Yet the SAVE America Act, a commonsense piece of legislation that 
requires two things, voter ID, plus proof of citizenship, is being 
labeled by people in the Senate and people in this very Chamber as Jim 
Crow-era laws.
  Let me remind the American people of history. It was the Democratic 
Party who championed the Jim Crow-era laws. And this is the farthest 
thing from it. In fact, Mr. Speaker, if you are doing that, then you 
are insulting over 70 percent of your voters, Democrats, who believe 
that voter ID is the best way to secure an election.
  Then we have the argument that we have from BlueAnons saying that 
Trump is trying to steal the election, and orange man bad, and this is 
somehow going to fix the midterms. However, the fact is that if we are 
going to play that game, then you would want voter ID and you would 
want to secure the elections.
  So please support this legislation.
  I do not believe that Barack Obama in showing his voter ID was 
engaging in Jim Crow-era law or pushing that type of perspective. And 
for the same people who are advocating saying that Kristi Noem and ICE 
will demand your personal information and you will be under 
surveillance, might I remind them that they actually all authorized the 
reauthorization of FISA, unreformed, that violated our constitutional 
rights.
  This is pretty simple. If you are not an American, Mr. Speaker, then 
you do not get to vote in our elections. This not a free-for-all 
country. A majority of Americans support this. A majority of the world 
has voter ID in place. It is not racist.
  Mr. Speaker, I appreciate my colleagues and the House Administration 
Committee for doing this. I support all of my colleagues, and I urge 
them to vote for this piece of legislation.
  Mr. MORELLE. Mr. Speaker, I yield 2 minutes to the gentlewoman from 
Texas (Ms. Johnson), who is a fellow member of the House Administration 
Committee.
  Ms. JOHNSON of Texas. Mr. Speaker, many of my colleagues have said 
that this bill, the SAVE America Act, and the constant attempts by 
Republicans to clamp down on voter fraud solves a problem that doesn't 
exist. I couldn't disagree more.
  The problem is that Republicans are losing at the ballot box. They 
are losing young voters, voters of color, and women. So there is a 
problem, that no one is buying into Republican ideas and policies and 
the only solution is for Republicans to engage in a coordinated effort 
to silence the American people.
  They want to stop people from exercising their most fundamental 
constitutional right, the right to vote. The SAVE America Act doesn't 
save anything. Instead, it continues to restrict access to the ballot 
box, imposing a modern-day poll tax and a dangerous show-your-papers 
mandate.
  Under this bill, Americans would be required to appear in person or 
by mail, just hoping that the elections clerk accepts their 
documentation, and present either a passport or a birth certificate to 
register to vote, and every single time they want to cast a ballot. A 
passport costs $150, and a copy of a birth certificate could cost up to 
$60. Many Americans simply can't afford to purchase these documents. 
Those requirements constitute a poll tax.
  The reality is that one-half of Americans, more than 140 million 
citizens, don't have a valid passport, and as many as 69 million women 
who have taken their spouse's name do not have a birth certificate 
matching their legal name. Because this legislation has a requirement 
to show documents, this legislation would eliminate online voter 
registration.
  I want to be very clear. This is how people give up. They quit trying 
to register to vote, and that results in them not voting, and their 
voices not being heard. That is the intent of what is going on here. 
None of this is about election integrity or protecting the ballot box.
  When Republicans come to this floor to talk in front of the cameras, 
they say it is about this, but it is blatantly lying to the American 
people.
  Our job in Congress is to make it easy for people to participate in 
our democracy, to make it easy for people to vote and not make it 
harder.
  The bottom line is simple. The SAVE America Act and the countless 
number of other efforts Republicans are pushing will deny millions of 
Americans their right to vote.

                              {time}  1330

  Mr. STEIL. Mr. Speaker, I yield 2 minutes to the gentlewoman from New 
York (Ms. Tenney), the founder and chair of the Election Integrity 
Caucus.
  Ms. TENNEY. Mr. Speaker, I want to first address a comment by the 
ranking member, Mr. Morelle. We both hail from New York. He is a dear 
friend, but I just want to point out something.
  New York City Democrats actually put up a bill to allow noncitizens 
to vote in their elections. Our far-left leaning--and I think you can 
argue that very easily--Court of Appeals, New York's highest court, 
actually turned that down and said: No, only citizens can vote in our 
elections. That is New York State law, and that is our national law.
  I just want to make sure that that was your response to Mr. Burchett 
to make sure you understood that we have addressed this in New York, 
and we have established that only citizens can vote. We want to make 
sure we secure the ballot and know that citizenship in this country has 
value.
  There is nothing more profound or important for the preservation of 
our constitutional Republic and to keep the power in ``we the people'' 
than the sacred right to vote.
  Democrats have continuously undermined election integrity, sowing the 
seeds of mistrust with mail-in ballots, failing to provide ID, not 
proving that there is, indeed, one citizen, one vote.
  This bill merely requires that you prove that you are a citizen and 
that we secure the ballot by knowing that there is one citizen, one 
vote.
  As the cofounder and the chair of the Election Integrity Caucus, I 
would love to see every legal citizen vote in every election. I know I 
have as a proud American citizen.
  Consider this situation: If you discovered that you had won the 
lottery, only to find out that a cartel member had perfectly replicated 
your winning lottery ticket and it was worth, let's just say, $200 
million, maybe even $50 million, and you went to go turn in your 
ticket, but somebody else without a valid ID stole your identity and 
took your money, you would probably argue that we should have a valid 
voter ID.
  I only wish that Americans would value their right to vote, as simple 
as it is, and to recognize that important act of voting as important to 
preserving our country, our Republic, and keeping power, again, in ``we 
the people.''
  The SPEAKER pro tempore. The time of the gentlewoman has expired.
  Mr. STEIL. Mr. Speaker, I yield an additional 15 seconds to the 
gentlewoman from New York.
  Ms. TENNEY. Mr. Speaker, a secure valid ID system is the only way to 
ensure one citizen/one vote.
  I urge all of my colleagues to join the Election Integrity Caucus and 
stand for election integrity and make sure that every citizen eligible 
to vote votes in every election.
  Mr. MORELLE. Mr. Speaker, I yield 1 minute to the gentlewoman from 
Wisconsin (Ms. Moore).
  Ms. MOORE of Wisconsin. Mr. Speaker, here we go again. Donald Trump 
lost the 2020 election. He is aggrieved about that, and so now he is 
peddling claims of fraud as a pretext to take over our elections and 
disenfranchise millions.
  He tried to extort Minnesota into handing over their voter files. 
Fulton County was raided. He has sued Wisconsin and other States for 
their voter data. This bill would provide Kristi Noem access to all the 
voter files in every State and upend the authority and the independence 
of States and counties.
  Why? It is so they can rig the elections and save Republicans. We 
have to reject the so-called SAVE America Act and save our free and 
fair elections and save our democracy.
  The SPEAKER pro tempore (Mr. DesJarlais). Members are reminded to 
refrain from engaging in personalities toward the President.
  Mr. STEIL. Mr. Speaker, I yield 2 minutes to the gentleman from 
Florida (Mr. Fine).
  Mr. FINE. Mr. Speaker, sometimes in this room I feel like I am in the 
twilight zone. We are hearing that the world is going to end, but 
Americans

[[Page H2145]]

need to understand that this bill does two and only two things. By the 
way, these are things that we already do in Florida today, and we don't 
have issues with our elections.
  Number one, it says you have to show a photo ID in order to vote. 
This is something that people overwhelmingly support because we have to 
do it in every aspect of our lives.
  Second, it says you should have to prove you are a citizen in order 
to register.
  Now, the argument that is made against these things is it is somehow 
racist to require them. What I find repulsive about that argument is it 
is racist to imply that minority communities somehow don't have the 
ability to go and get a photo ID, somehow don't have documentation to 
prove that they are an American. I have talked to my constituents about 
this, and they are aghast at the idea that anyone would make this 
claim.
  Now, look, this is a real issue. In Florida, I worked on a bill when 
I was in the legislature where people would call who had been 
accidentally put on jury duty and say: Hey, I don't know how I got 
registered to vote, but I am not an American. We had to take them off 
jury duty. Democrats opposed our efforts even there to clean up the 
rolls.
  There is nothing we have more important to do here than to make sure 
that Americans are confident in our elections and the results that they 
achieve, particularly with the kind of heated rhetoric that we say 
here.
  Why do they oppose it? There is one simple reason: It is because they 
want to cheat. We pass this bill, we clean up our elections, and we 
make sure that Americans can have confidence in not only what we do 
here but in the elections that we are going to have this November.
  Mr. MORELLE. Mr. Speaker, I yield myself such time as I may consume.
  Mr. Speaker, I do want to say my distinguished colleague from Florida 
conveniently left out one part of what this bill does, which is to 
share your personal, private data with the Department of Homeland 
Security.
  From this point forward, if this bill were to become law, every 
single person, when they register to vote, all their data will be sent 
to the Department of Homeland Security--not the department of 
elections, not some other department that has control over the election 
process--the Department of Homeland Security, which includes ICE, whose 
people have now killed American citizens on American streets.
  If that is what Americans want--I am pretty sure Americans do not 
want that. Somehow the gentleman forgot to mention that that is what 
this bill does.
  Mr. Speaker, I yield 1 minute to the distinguished gentleman from 
California (Mr. Correa).
  Mr. CORREA. Mr. Speaker, in California when you register to vote, you 
do so under penalty of perjury. Then they cross-check your information 
to make sure that you are eligible. Then we have a very active district 
attorney in Orange County that says if you violated this under penalty 
of perjury, we are going down on you.
  Instead, I would ask my friends, my colleagues on the other side of 
the aisle: Let's do everything we can to make sure that every eligible 
American actually votes.
  Why would you take away the right of a veteran to vote, of a senior 
to vote, of somebody in the military to vote? Let's go the other way.
  Democracy is stronger when we have stronger participation. Vote 
``no,'' and let's move on with democracy.
  Mr. STEIL. Mr. Speaker, I yield 2 minutes to the gentleman from 
Tennessee (Mr. Rose).
  Mr. ROSE. Mr. Speaker, I rise in strong support of the SAVE America 
Act because nothing matters more than securing our elections. Our 
Republic depends on it.
  Free, fair, and honest elections unmoored by fraud or suspicion are 
fundamental to our constitutional Republic. The right of citizens to 
have their votes properly counted without illegal dilution is vital to 
determining the rightful winner.
  This legislation is straightforward. It requires proof of citizenship 
for voter registration and voter ID for Federal elections. It ensures 
only American citizens participate in American elections and provides 
States with tools to determine and verify the citizenship and maintain 
accurate voter rolls.
  There is only one reason not to pass this, and we all know what that 
is. Some in this Chamber oppose anything that interferes with their 
effort to control elections and consolidate power.
  Congressional Democrats sat silent as the Biden administration 
allowed millions of illegal immigrants into the United States. I fear 
the intention was to garner votes. However, my colleagues across the 
aisle now have an opportunity to prove me wrong by supporting this 
widely popular legislation.
  The SAVE America Act reinforces that voting is a right only of 
citizens, not just anyone within our borders. Opposition to this act 
makes sense in that context, but that is precisely why we must pass it.
  We have a duty to the American people to preserve their voice, 
protect their vote, and secure their sovereignty, and we must save the 
Republic from forces that would undermine our most sacred democratic 
institution. I urge my colleagues to pass the SAVE America Act.
  Mr. MORELLE. Mr. Speaker, I yield myself such time as I may consume.
  Mr. Speaker, I do think the only people in America who are confused 
about American citizens being the only people voting in Federal 
elections are my colleagues on the other side of the aisle. I think 
most Americans get that, which is why we see no evidence of the 
widespread fraud that they keep talking about, talking about a solution 
desperately in search of a problem.
  I yield 1 minute to the distinguished gentlewoman from Georgia (Ms. 
Williams).

                              {time}  1340

  Ms. WILLIAMS of Georgia. Mr. Speaker, the SAVE America Act is back 
before the House today, and right along with it is yet another attempt 
at voter suppression. It is no coincidence that this is happening right 
before the midterm elections.
  In January, the FBI raided the Fulton County election office, my home 
county, where I am a voter. That raid was a bold attempt to intimidate 
voters in the Fighting Fifth.
  The SAVE America Act is just another part of a scheme by House 
Republicans and the Trump administration to take over our elections.
  Atlanta's civil rights leaders, like my predecessor, the late 
Congressman John Lewis, faced one of the bloodiest battles over our 
right to vote.
  The SAVE America Act will make it harder for millions of Americans to 
get registered to vote by requiring in-person registration at election 
offices--government offices with government hours. This is a burden for 
caregivers and any hardworking American with a 9-to-5 job.
  The SAVE America Act is an unfunded mandate to silence voters. The 
goal of this bill is voter suppression, plain and simple.
  Mr. Speaker, I urge my colleagues to vote ``no'' on this terrible 
bill.
  Mr. STEIL. Mr. Speaker, I yield 1 minute to the gentleman from 
Louisiana (Mr. Scalise), the House majority leader, to speak on the 
bill.
  Mr. SCALISE. Mr. Speaker, ``let the good times roll''; ``laissez les 
bons temps rouler.''
  Mr. Speaker, I thank my friend from Wisconsin for yielding, and I 
thank Chip Roy for bringing the SAVE America Act to the House floor.
  This is a bill that is critically important to one of the most 
precious franchises in America, and that is the sacred right to vote, 
the right that so many gave their lives to preserve, to allow to pass 
on to our next generation.
  The importance of that vote is even more underscored when you 
recognize that, yes, there have been times where people have stolen 
your vote, Mr. Speaker. That veteran who was talked about deserves the 
right to vote. If somebody votes illegally, Mr. Speaker, they are 
stealing that veteran's vote. They are stealing your vote. They are 
stealing everybody's votes if we allow people who aren't legally 
eligible to vote to participate in elections.
  How can you best preserve that? One way is that, when you are 
registering to vote, you have to prove citizenship. It is in this bill. 
Another way is when you go to vote, you just have to show your ID.
  This is not some convoluted idea, Mr. Speaker. You hear the other 
side talking about it as the end of the world.

[[Page H2146]]

Their own leaders have referred to it as ``Jim Crow.''
  It is not the first time that they have used that phrase. They used 
that when the State of Georgia put an ID requirement on voting. They 
said it was going to be horrible and take away people's rights. It was 
going to disenfranchise minority voters, Mr. Speaker. That is what they 
said, but then what happened? We have actually got history to go look 
at.
  After Georgia passed that law that was called every ridiculous name 
in the book, what we saw was record participation in elections. You 
actually had the University of Georgia that went and asked voters after 
that election, and a whopping zero percent, Mr. Speaker, of Black 
voters said they had a poor experience going to the ballot. Over 72 
percent said they had an excellent experience at the ballot. Then, you 
could go further.
  By the way, the American people get this. They understand that there 
are examples of voter fraud. I come from a State where our elections 
commissioner went to jail--yes, went to Federal prison--for stealing 
elections. We cleaned up our election system in our State. We have seen 
an increase in voter participation.
  Why? Again, they would tell you if you actually increased the 
integrity of elections by requiring picture ID that somehow it is going 
to suppress votes, but the opposite happens, Mr. Speaker. What really 
does happen is that voters now have confidence in the sanctity of 
elections. More people will participate because they know that somebody 
is not going to be stealing their vote by showing up when they are not 
supposed to be there, just by requiring a picture ID.
  Americans have been asked about this. An overwhelming 83 percent of 
Americans are in favor of requiring a photo ID to vote. That is not 
Republicans. That is all across the spectrum. Over 70 percent of 
Democrats support picture ID, 82 percent of Hispanic Americans support 
picture ID to vote, and 76 percent of Black Americans support a picture 
ID to vote.
  If they still want to lie to people on the other side, Mr. Speaker, 
if they still want to try to scare people and talk about Jim Crow, then 
you might want to ask those same people why the Democratic Party at 
their convention just in 2024 required photo ID to get in. You couldn't 
get into the Democratic convention without showing a photo ID. If they 
want to call it Jim Crow, they need to look in the mirror, Mr. Speaker.
  If you want to ensure the sanctity of the vote, the SAVE America Act 
does that. You will see higher participation because Americans across 
all spectrums--Black, White, Hispanic, Republican, Democrat, 
Independent--will know that there is a higher likelihood that nobody 
there is showing up illegally to steal your vote if you have the right 
to vote.
  One person, one vote--that is the mantra that we all ought to 
embrace. The SAVE America Act gets us back to that great franchise of 
American democracy, and that is the right to vote.
  Mr. Speaker, I urge everybody to pass this bill over to the Senate 
and then the Senate to get it to President Trump's desk so we can 
strengthen American democracy.
  Mr. MORELLE. Mr. Speaker, may I inquire as to the time remaining.
  The SPEAKER pro tempore. The gentleman from New York has 12\3/4\ 
minutes remaining.
  Mr. MORELLE. Mr. Speaker, I yield myself such time as I may consume.
  Mr. Speaker, I will comment that we have heard repeatedly that one 
person who is a non-U.S. citizen voting is too many. I agree. We have 
laws to prevent it. How many people is it okay to deny, U.S. citizens, 
who want to participate in the right to vote? To me, that would be the 
greater evil.
  We have 80 million Americans--voter-eligible U.S. citizens--who 
didn't vote in the last Presidential election. Isn't that astonishing? 
It is a big number, so it is hard to get your head around it. Eighty 
million Americans didn't participate.
  I am not saying that is anyone's fault, but I am saying this: Our 
committee and our House should be focused on how we increase voter 
participation. How do we make it so that more people feel as though 
they should engage?
  That is the only way we will get to the true promise of American 
democracy, when all 244 million Americans who are U.S. citizens 
participate in our elections. We should be doing everything we can to 
make it easy for those people. It is their God-given right, an 
inalienable right, as we often say.
  Mr. Speaker, I yield 1 minute to the gentlewoman from Illinois (Mrs. 
Ramirez).
  Mrs. RAMIREZ. Mr. Speaker, as I hear my colleagues on the other side 
of the aisle, what I hear is the same racist, misogynistic trash, 
different decade.
  Republicans are invoking historical policies intended, let's be 
clear, to disenfranchise Americans, especially working people, women, 
students, indigenous people, and anyone who can't afford the burden of 
a new bill.
  The SAVE America Act is yet another Republican attempt to intimidate 
and suppress the votes of anyone who threatens their extremist, white 
supremacist agenda.
  Don't take my word for it. Just look for the threats that surround 
the polls, the gun-wielding masked men. It will become clear to you 
that Trump and Republicans want to control who votes so they can remain 
in power.
  That is not democracy. That is destroying free, fair elections. It is 
just another page from the authoritarian playbook, and we must have the 
moral clarity in this place to stand against it, just like our 
ancestors did.
  Mr. Speaker, I urge my colleagues to vote ``no'' on this bill and to 
vote with moral clarity.
  Mr. STEIL. Mr. Speaker, may I inquire as to the time remaining.
  The SPEAKER pro tempore. The gentleman from Wisconsin has 14\3/4\ 
minutes remaining.
  Mr. STEIL. Mr. Speaker, I yield 1 minute to the gentleman from 
Georgia (Mr. Carter).

                              {time}  1350

  Mr. CARTER of Georgia. Mr. Speaker, I rise today in strong and 
unapologetic support of the SAVE America Act, legislation that defends 
the integrity of our elections and makes one principle perfectly clear: 
U.S. elections are for U.S. citizens only.
  This is not extreme. It is common sense. Citizenship matters. 
Sovereignty matters. Americans alone must decide America's future.
  Yet radical Democrats have abandoned the standard. New York City has 
allowed noncitizens to vote in local elections. Washington, D.C., has 
done the same, granting political power to foreign nationals in the 
Capital of our Nation.
  Georgia's own Senator John Ossoff, who once said that voter ID was 
right and appropriate, now supports his party reframing it as voter 
suppression.
  The law didn't change. Public opinion didn't change. What changed was 
he and other Democrat politicians like him realized that illegal 
immigrants could no longer vote to keep Democrats in office.
  They oppose this bill because it chips away at their voting base, 
plain and simple. For years, conservatives warned that this was the 
radical left's goal, and we were mocked for it.
  That is exactly what Democrats are doing right now, fighting to allow 
illegal aliens to vote. This is not only grotesquely unjust, but it 
waters down the meaning of American citizenship.
  Mr. Speaker, by passing this bill, we reaffirm a simple but sacred 
truth. American elections belong to Americans, no loopholes, no 
exceptions, no apologies.
  Mr. MORELLE. Mr. Speaker, I yield 1 minute to the gentleman from 
Missouri (Mr. Bell).
  Mr. BELL. Mr. Speaker, we are debating this bill because Donald Trump 
is still trying to overturn an election that he lost 6 years ago. Some 
in this body are helping him do it.
  The SAVE America Act is built on the lie that the 2020 election was 
stolen. That lie has been investigated, litigated, audited, and 
debunked over and over again. Instead of accepting reality, the authors 
of this bill are using that lie as an excuse to take control of our 
elections. This is not on the level.
  Let's be honest about where this is coming from. It is coming from 
the President himself. We are being asked to trust Donald Trump and his 
allies about elections while he is actively trying to subvert them. 
That is dangerous, and Congress should not be a willing partner in it.

[[Page H2147]]

  Mr. Speaker, our democracy does not need a takeover. It needs truth, 
and this bill has none of it.
  Mr. STEIL. Mr. Speaker, I yield 2 minutes to the gentleman from North 
Carolina (Mr. Harris).
  Mr. HARRIS of North Carolina. Mr. Speaker, what do airplanes, Costco, 
alcohol, tobacco, entering a nightclub, and opening a checking account 
all have in common? We have to show our ID.
  We require identification for everyday activities. Why on Earth would 
we not require it for something as sacred as determining the future of 
this Republic?
  When the SAVE America Act becomes the law of the land, three simple 
things will be true:
  Number one, everyone who shows up to vote in a Federal election will 
have to show their photo ID.
  Number two, States will only register American citizens to vote in 
Federal elections.
  Number three, States will actually have to remove noncitizens from 
the voter rolls.
  Every American--Republican, Democrat, or unaffiliated--wants to know 
that their vote counts and is not canceled out by someone who is here 
illegally. This bill ensures just that.
  The right to vote is precious, and the SAVE Act restores confidence, 
strengthens integrity, and protects the voice of every lawful American 
citizen. I am confident my colleagues in the House will do the right 
thing and vote to secure our elections.
  I now address my colleagues in the Senate.
  Save America. Bring this bill to the Senate floor to debate. They 
should own their position in front of the American people. They must 
use every tool at their disposal, including the talking filibuster, to 
ensure that this bill makes it to the President Trump's desk.
  Mr. Speaker, we cannot delay securing our elections and defending our 
Republic.
  Mr. MORELLE. Mr. Speaker, one other thing States are required to do 
is States would be forced to give our personal information to the 
Department of Homeland Security and ICE. Mr. Speaker, that creates 
great, great concern for Members on this side of the aisle and I think 
the vast majority of American citizens.
  Mr. Speaker, I yield 1 minute to the gentleman from Virginia (Mr. 
Subramanyam).
  Mr. SUBRAMANYAM. Mr. Speaker, I rise in strong opposition to the so-
called SAVE America Act.
  The supporters of this bill claim that undocumented immigrants are 
overrunning our elections and voting in droves, but I will give an 
example of the reality.
  We actually did a study in Virginia of all the election 
irregularities over 20 years. How many instances of noncitizens voting 
do my colleagues think we found? We found zero. Another study found it 
was pretty much nonexistent between 1999 and 2023 in the United States. 
They are solving a problem that does not exist.
  What this bill does do is it creates other problems that make it 
harder to vote. It undermines our democracy. It makes it harder for 
military voters who move a lot. It makes it harder for families 
impacted by natural disasters who lose documents. It makes it harder 
for the nearly 70 million women who have changed their name after 
marriage and have a birth certificate that no longer matches their 
voter IDs. It also makes it harder for the half of Americans who don't 
have passports.
  The President claims that this is just an attempt to secure our 
elections. But let's be real. This is just another attempt to tilt the 
electoral deck in his favor.
  If we want to make elections safer, we should stop threatening to 
nationalize elections. Stop threatening to have ICE at voting 
locations. Why don't we save America from this bill and vote ``no.''

  Mr. STEIL. Mr. Speaker, I yield 1\1/2\ minutes to the gentleman from 
Texas (Mr. Arrington), the chairman of the Budget Committee.
  Mr. ARRINGTON. Mr. Speaker, I thank my dear friend from Wisconsin for 
yielding time.
  Mr. Speaker, there is not a better example of political expediency 
than my Democrat colleagues opposing a voter ID law on the grounds of 
States' rights.
  First, the Constitution is clear. Rules for running elections have 
been delegated to the States. But in that same provision, the 
Constitution says Congress may at any time alter the process. I 
certainly think our Founding Fathers would support strengthening the 
integrity of our elections.
  Democrats know this, Mr. Speaker. They must think the American 
people, though, have forgotten about their for the politicians act in 
the 117th Congress, where they basically codified a COVID-era and 
fraud-ridden election law. They included, ironically, prohibiting voter 
ID essentially. It also included ballot harvesting, promoting mass 
voting by mail, and taking taxpayer dollars to fund political 
campaigns.
  Let's be clear. Democrats believe Congress has the power to ban voter 
